obs,ID,Bin,Bin.Normal,Phase,Rate,Group
1,P001,-8,1,B-1,36,exptl2
2,P001,-7,2,B-1,47,exptl2
3,P001,-6,3,B-1,54,exptl2
4,P001,-5,4,B-1,55,exptl2
5,P001,-4,5,B-1,57,exptl2
6,P001,-3,6,B-1,60,exptl2
7,P001,-2,7,B-1,57,exptl2
8,P001,-1,8,B-1,55,exptl2
9,P001,0,9,B-1,58,exptl2
10,P001,8,10,A-2,43,exptl2
11,P001,7,11,A-2,26,exptl2
12,P001,6,12,A-2,16,exptl2
13,P001,5,13,A-2,18,exptl2
14,P001,4,14,A-2,0,exptl2
15,P001,3,15,A-2,0,exptl2
16,P001,2,16,A-2,10,exptl2
17,P001,1,17,A-2,0,exptl2
18,P001,0,18,A-2,0,exptl2
19,P001,0,19,C-3,5,exptl2
20,P001,1,20,C-3,8,exptl2
21,P001,2,21,C-3,0,exptl2
22,P001,3,22,C-3,0,exptl2
23,P001,4,23,C-3,0,exptl2
24,P001,5,24,C-3,0,exptl2
25,P001,6,25,C-3,0,exptl2
26,P001,7,26,C-3,0,exptl2
27,P001,8,27,C-3,0,exptl2
28,P002,-8,1,B-1,46,exptl2
29,P002,-7,2,B-1,51,exptl2
30,P002,-6,3,B-1,54,exptl2
31,P002,-5,4,B-1,58,exptl2
32,P002,-4,5,B-1,70,exptl2
33,P002,-3,6,B-1,70,exptl2
34,P002,-2,7,B-1,73,exptl2
35,P002,-1,8,B-1,55,exptl2
36,P002,0,9,B-1,62,exptl2
37,P002,8,10,A-2,34,exptl2
38,P002,7,11,A-2,15,exptl2
39,P002,6,12,A-2,34,exptl2
40,P002,5,13,A-2,39,exptl2
41,P002,4,14,A-2,0,exptl2
42,P002,3,15,A-2,27,exptl2
43,P002,2,16,A-2,18,exptl2
44,P002,1,17,A-2,0,exptl2
45,P002,0,18,A-2,3,exptl2
46,P002,0,19,C-3,42,exptl2
47,P002,1,20,C-3,0,exptl2
48,P002,2,21,C-3,0,exptl2
49,P002,3,22,C-3,0,exptl2
50,P002,4,23,C-3,4,exptl2
51,P002,5,24,C-3,41,exptl2
52,P002,6,25,C-3,0,exptl2
53,P002,7,26,C-3,0,exptl2
54,P002,8,27,C-3,12,exptl2
55,P003,-8,1,B-1,8,exptl2
56,P003,-7,2,B-1,23,exptl2
57,P003,-6,3,B-1,25,exptl2
58,P003,-5,4,B-1,33,exptl2
59,P003,-4,5,B-1,36,exptl2
60,P003,-3,6,B-1,35,exptl2
61,P003,-2,7,B-1,26,exptl2
62,P003,-1,8,B-1,32,exptl2
63,P003,0,9,B-1,33,exptl2
64,P003,8,10,A-2,20,exptl2
65,P003,7,11,A-2,13,exptl2
66,P003,6,12,A-2,12,exptl2
67,P003,5,13,A-2,15,exptl2
68,P003,4,14,A-2,16,exptl2
69,P003,3,15,A-2,13,exptl2
70,P003,2,16,A-2,18,exptl2
71,P003,1,17,A-2,15,exptl2
72,P003,0,18,A-2,0,exptl2
73,P003,0,19,C-3,22,exptl2
74,P003,1,20,C-3,18,exptl2
75,P003,2,21,C-3,16,exptl2
76,P003,3,22,C-3,3,exptl2
77,P003,4,23,C-3,13,exptl2
78,P003,5,24,C-3,10,exptl2
79,P003,6,25,C-3,4,exptl2
80,P003,7,26,C-3,15,exptl2
81,P003,8,27,C-3,0,exptl2
82,P004,-8,1,B-1,22,exptl2
83,P004,-7,2,B-1,26,exptl2
84,P004,-6,3,B-1,26,exptl2
85,P004,-5,4,B-1,41,exptl2
86,P004,-4,5,B-1,48,exptl2
87,P004,-3,6,B-1,51,exptl2
88,P004,-2,7,B-1,53,exptl2
89,P004,-1,8,B-1,53,exptl2
90,P004,0,9,B-1,57,exptl2
91,P004,8,10,A-2,15,exptl2
92,P004,7,11,A-2,3,exptl2
93,P004,6,12,A-2,9,exptl2
94,P004,5,13,A-2,4,exptl2
95,P004,4,14,A-2,2,exptl2
96,P004,3,15,A-2,24,exptl2
97,P004,2,16,A-2,0,exptl2
98,P004,1,17,A-2,0,exptl2
99,P004,0,18,A-2,7,exptl2
100,P004,0,19,C-3,35,exptl2
101,P004,1,20,C-3,0,exptl2
102,P004,2,21,C-3,0,exptl2
103,P004,3,22,C-3,0,exptl2
104,P004,4,23,C-3,0,exptl2
105,P004,5,24,C-3,0,exptl2
106,P004,6,25,C-3,0,exptl2
107,P004,7,26,C-3,0,exptl2
108,P004,8,27,C-3,0,exptl2
109,P005,-8,1,B-1,27,exptl2
110,P005,-7,2,B-1,35,exptl2
111,P005,-6,3,B-1,63,exptl2
112,P005,-5,4,B-1,53,exptl2
113,P005,-4,5,B-1,69,exptl2
114,P005,-3,6,B-1,65,exptl2
115,P005,-2,7,B-1,69,exptl2
116,P005,-1,8,B-1,56,exptl2
117,P005,0,9,B-1,41,exptl2
118,P005,8,10,A-2,30,exptl2
119,P005,7,11,A-2,15,exptl2
120,P005,6,12,A-2,29,exptl2
121,P005,5,13,A-2,14,exptl2
122,P005,4,14,A-2,18,exptl2
123,P005,3,15,A-2,21,exptl2
124,P005,2,16,A-2,15,exptl2
125,P005,1,17,A-2,10,exptl2
126,P005,0,18,A-2,0,exptl2
127,P005,0,19,C-3,5,exptl2
128,P005,1,20,C-3,13,exptl2
129,P005,2,21,C-3,4,exptl2
130,P005,3,22,C-3,2,exptl2
131,P005,4,23,C-3,17,exptl2
132,P005,5,24,C-3,0,exptl2
133,P005,6,25,C-3,8,exptl2
134,P005,7,26,C-3,15,exptl2
135,P005,8,27,C-3,0,exptl2
136,P006,-8,1,B-1,9,exptl2
137,P006,-7,2,B-1,0,exptl2
138,P006,-6,3,B-1,9,exptl2
139,P006,-5,4,B-1,0,exptl2
140,P006,-4,5,B-1,11,exptl2
141,P006,-3,6,B-1,19,exptl2
142,P006,-2,7,B-1,26,exptl2
143,P006,-1,8,B-1,21,exptl2
144,P006,0,9,B-1,23,exptl2
145,P006,8,10,A-2,7,exptl2
146,P006,7,11,A-2,18,exptl2
147,P006,6,12,A-2,0,exptl2
148,P006,5,13,A-2,0,exptl2
149,P006,4,14,A-2,13,exptl2
150,P006,3,15,A-2,3,exptl2
151,P006,2,16,A-2,0,exptl2
152,P006,1,17,A-2,0,exptl2
153,P006,0,18,A-2,4,exptl2
154,P006,0,19,C-3,28,exptl2
155,P006,1,20,C-3,23,exptl2
156,P006,2,21,C-3,0,exptl2
157,P006,3,22,C-3,0,exptl2
158,P006,4,23,C-3,0,exptl2
159,P006,5,24,C-3,0,exptl2
160,P006,6,25,C-3,0,exptl2
161,P006,7,26,C-3,0,exptl2
162,P006,8,27,C-3,0,exptl2
163,P007,-8,1,B-1,13,exptl2
164,P007,-7,2,B-1,23,exptl2
165,P007,-6,3,B-1,24,exptl2
166,P007,-5,4,B-1,21,exptl2
167,P007,-4,5,B-1,33,exptl2
168,P007,-3,6,B-1,23,exptl2
169,P007,-2,7,B-1,36,exptl2
170,P007,-1,8,B-1,33,exptl2
171,P007,0,9,B-1,44,exptl2
172,P007,8,10,A-2,15,exptl2
173,P007,7,11,A-2,33,exptl2
174,P007,6,12,A-2,17,exptl2
175,P007,5,13,A-2,9,exptl2
176,P007,4,14,A-2,14,exptl2
177,P007,3,15,A-2,15,exptl2
178,P007,2,16,A-2,28,exptl2
179,P007,1,17,A-2,18,exptl2
180,P007,0,18,A-2,7,exptl2
181,P007,0,19,C-3,5,exptl2
182,P007,1,20,C-3,4,exptl2
183,P007,2,21,C-3,3,exptl2
184,P007,3,22,C-3,9,exptl2
185,P007,4,23,C-3,3,exptl2
186,P007,5,24,C-3,2,exptl2
187,P007,6,25,C-3,2,exptl2
188,P007,7,26,C-3,10,exptl2
189,P007,8,27,C-3,11,exptl2
190,P008,-8,1,B-1,14,exptl2
191,P008,-7,2,B-1,22,exptl2
192,P008,-6,3,B-1,26,exptl2
193,P008,-5,4,B-1,28,exptl2
194,P008,-4,5,B-1,35,exptl2
195,P008,-3,6,B-1,32,exptl2
196,P008,-2,7,B-1,35,exptl2
197,P008,-1,8,B-1,36,exptl2
198,P008,0,9,B-1,33,exptl2
199,P008,8,10,A-2,12,exptl2
200,P008,7,11,A-2,6,exptl2
201,P008,6,12,A-2,6,exptl2
202,P008,5,13,A-2,0,exptl2
203,P008,4,14,A-2,0,exptl2
204,P008,3,15,A-2,0,exptl2
205,P008,2,16,A-2,0,exptl2
206,P008,1,17,A-2,0,exptl2
207,P008,0,18,A-2,0,exptl2
208,P008,0,19,C-3,4,exptl2
209,P008,1,20,C-3,0,exptl2
210,P008,2,21,C-3,0,exptl2
211,P008,3,22,C-3,0,exptl2
212,P008,4,23,C-3,0,exptl2
213,P008,5,24,C-3,0,exptl2
214,P008,6,25,C-3,0,exptl2
215,P008,7,26,C-3,0,exptl2
216,P008,8,27,C-3,0,exptl2
217,P009,-8,1,B-1,20,exptl2
218,P009,-7,2,B-1,24,exptl2
219,P009,-6,3,B-1,32,exptl2
220,P009,-5,4,B-1,40,exptl2
221,P009,-4,5,B-1,43,exptl2
222,P009,-3,6,B-1,45,exptl2
223,P009,-2,7,B-1,39,exptl2
224,P009,-1,8,B-1,44,exptl2
225,P009,0,9,B-1,41,exptl2
226,P009,8,10,A-2,19,exptl2
227,P009,7,11,A-2,3,exptl2
228,P009,6,12,A-2,15,exptl2
229,P009,5,13,A-2,12,exptl2
230,P009,4,14,A-2,0,exptl2
231,P009,3,15,A-2,0,exptl2
232,P009,2,16,A-2,0,exptl2
233,P009,1,17,A-2,14,exptl2
234,P009,0,18,A-2,3,exptl2
235,P009,0,19,C-3,28,exptl2
236,P009,1,20,C-3,12,exptl2
237,P009,2,21,C-3,0,exptl2
238,P009,3,22,C-3,0,exptl2
239,P009,4,23,C-3,0,exptl2
240,P009,5,24,C-3,0,exptl2
241,P009,6,25,C-3,0,exptl2
242,P009,7,26,C-3,0,exptl2
243,P009,8,27,C-3,0,exptl2
244,P010,-8,1,B-1,20,exptl2
245,P010,-7,2,B-1,25,exptl2
246,P010,-6,3,B-1,33,exptl2
247,P010,-5,4,B-1,28,exptl2
248,P010,-4,5,B-1,13,exptl2
249,P010,-3,6,B-1,31,exptl2
250,P010,-2,7,B-1,31,exptl2
251,P010,-1,8,B-1,33,exptl2
252,P010,0,9,B-1,32,exptl2
253,P010,8,10,A-2,7,exptl2
254,P010,7,11,A-2,9,exptl2
255,P010,6,12,A-2,9,exptl2
256,P010,5,13,A-2,0,exptl2
257,P010,4,14,A-2,0,exptl2
258,P010,3,15,A-2,0,exptl2
259,P010,2,16,A-2,3,exptl2
260,P010,1,17,A-2,0,exptl2
261,P010,0,18,A-2,0,exptl2
262,P010,0,19,C-3,18,exptl2
263,P010,1,20,C-3,0,exptl2
264,P010,2,21,C-3,0,exptl2
265,P010,3,22,C-3,0,exptl2
266,P010,4,23,C-3,0,exptl2
267,P010,5,24,C-3,0,exptl2
268,P010,6,25,C-3,0,exptl2
269,P010,7,26,C-3,0,exptl2
270,P010,8,27,C-3,0,exptl2
271,P011,-8,1,B-1,14,exptl2
272,P011,-7,2,B-1,4,exptl2
273,P011,-6,3,B-1,6,exptl2
274,P011,-5,4,B-1,19,exptl2
275,P011,-4,5,B-1,20,exptl2
276,P011,-3,6,B-1,28,exptl2
277,P011,-2,7,B-1,46,exptl2
278,P011,-1,8,B-1,51,exptl2
279,P011,0,9,B-1,54,exptl2
280,P011,8,10,A-2,23,exptl2
281,P011,7,11,A-2,0,exptl2
282,P011,6,12,A-2,10,exptl2
283,P011,5,13,A-2,0,exptl2
284,P011,4,14,A-2,7,exptl2
285,P011,3,15,A-2,0,exptl2
286,P011,2,16,A-2,0,exptl2
287,P011,1,17,A-2,0,exptl2
288,P011,0,18,A-2,0,exptl2
289,P011,0,19,C-3,0,exptl2
290,P011,1,20,C-3,0,exptl2
291,P011,2,21,C-3,0,exptl2
292,P011,3,22,C-3,8,exptl2
293,P011,4,23,C-3,0,exptl2
294,P011,5,24,C-3,2,exptl2
295,P011,6,25,C-3,31,exptl2
296,P011,7,26,C-3,8,exptl2
297,P011,8,27,C-3,22,exptl2
298,P012,-8,1,B-1,10,exptl2
299,P012,-7,2,B-1,1,exptl2
300,P012,-6,3,B-1,10,exptl2
301,P012,-5,4,B-1,16,exptl2
302,P012,-4,5,B-1,28,exptl2
303,P012,-3,6,B-1,15,exptl2
304,P012,-2,7,B-1,26,exptl2
305,P012,-1,8,B-1,32,exptl2
306,P012,0,9,B-1,32,exptl2
307,P012,8,10,A-2,17,exptl2
308,P012,7,11,A-2,7,exptl2
309,P012,6,12,A-2,9,exptl2
310,P012,5,13,A-2,0,exptl2
311,P012,4,14,A-2,4,exptl2
312,P012,3,15,A-2,11,exptl2
313,P012,2,16,A-2,1,exptl2
314,P012,1,17,A-2,1,exptl2
315,P012,0,18,A-2,2,exptl2
316,P012,0,19,C-3,5,exptl2
317,P012,1,20,C-3,2,exptl2
318,P012,2,21,C-3,6,exptl2
319,P012,3,22,C-3,1,exptl2
320,P012,4,23,C-3,4,exptl2
321,P012,5,24,C-3,2,exptl2
322,P012,6,25,C-3,3,exptl2
323,P012,7,26,C-3,0,exptl2
324,P012,8,27,C-3,3,exptl2
325,P013,-8,1,B-1,4,exptl2
326,P013,-7,2,B-1,10,exptl2
327,P013,-6,3,B-1,22,exptl2
328,P013,-5,4,B-1,29,exptl2
329,P013,-4,5,B-1,30,exptl2
330,P013,-3,6,B-1,34,exptl2
331,P013,-2,7,B-1,36,exptl2
332,P013,-1,8,B-1,44,exptl2
333,P013,0,9,B-1,46,exptl2
334,P013,8,10,A-2,12,exptl2
335,P013,7,11,A-2,9,exptl2
336,P013,6,12,A-2,21,exptl2
337,P013,5,13,A-2,0,exptl2
338,P013,4,14,A-2,0,exptl2
339,P013,3,15,A-2,7,exptl2
340,P013,2,16,A-2,0,exptl2
341,P013,1,17,A-2,0,exptl2
342,P013,0,18,A-2,0,exptl2
